,no_partner,1partner,2_3partners,group, 1st time,2nd time,more than 2,tlevel_1,tlevel_2,tlevel_3,tlevel_4
MAXIFLETTE,0.15202152459408114,0.5275783369896996,0.3036250010298223,0.01677513738639687,0.9394079124202922,0.0446147839405804,0.01597730363912733,0.14496403252742884,0.13908825119751264,0.2514913807198863,0.4644563355551723
MAXIFLETTE MENU,0.07385762907776264,0.30338720421847776,0.5708190647979293,0.05193610190583033,0.9740157610382394,0.023849052383556824,0.0021351865782036983,0.0028166743922941767,0.16095305622393158,0.4634668218930582,0.37276344749071605
MAXINUS,0.2508819473250336,0.39944828344429656,0.3189840638815373,0.03068570534913268,0.8333829010756523,0.1096976046516881,0.05691949427265978,0.2961129392559896,0.184818859508427,0.1779297213541692,0.34113847988141427
MAXINUS MENU,0.04988762678787706,0.34771199142532966,0.4859155143154953,0.11648486747129803,0.9735397103929924,0.026460289607007543,0.0007501969667433718,0.004550810567966584,0.31193810009954326,0.45109548961319085,0.23241559971929937
MAXNAUDOU,0.08640278011435418,0.4970220644347799,0.3192826476569249,0.09729250779394108,0.9241518068328721,0.06271463365865143,0.013133559508476422,0.19828063318777606,0.09246255392924384,0.19218320219207857,0.5170736106909016
MAXNAUDOU MENU,0.09494545101641562,0.33074975545682017,0.5743047935267642,0.0018884989747739863,0.9633695036251297,0.018826847298815962,0.01780364907605423,0.003176908328436804,0.30009323429923646,0.44568354955422046,0.2510463078181063
MAXPARTOUT,0.16729446558727176,0.42188956252315446,0.34710853370617134,0.06370743818340238,0.9481665317983708,0.03773468985016025,0.014098778351468924,0.24090461243727873,0.24935063436698396,0.22935550256857037,0.2803892506271669
MAXPARTOUT MENU,0.08718433446653565,0.3418123949177819,0.5201106129578541,0.050892657657828286,0.9836915998126626,0.006082592502304217,0.010225807685033176,0.00399674761275345,0.21763986059843066,0.5936728133778413,0.18469057841097458
MAXPOUSSIN,0.25646107716937344,0.22058453129937883,0.2174326956524157,0.305521695878832,0.7413129432713027,0.2401485279515996,0.01853852877709775,0.413385058722383,0.007532537522296473,0.006851742640524435,0.5722306611147959
MAXYONNAISE,0.10960578052044058,0.5201301129387323,0.2746877469680767,0.09557635957275029,0.9899603861489926,0.004250941063570865,0.005788672787436501,0.19816490003645534,0.16669819351085005,0.2524568893239494,0.3826800171287452
MENU HAMBOURGEOIS,0.09880191574575652,0.32393721444715706,0.5418894438602407,0.035371425946845704,0.9698882329920067,0.021773575208378207,0.00833819179961519,0.0022584578274689082,0.21333568485655902,0.5187004146015082,0.26570544271446384
MENU PLAT,0.09886638784177385,0.12760698170501242,0.6833517931909365,0.09017483726227724,0.987882216505954,0.009800756760019558,0.002317026734026363,0.0009016177820070106,0.1686994452176883,0.4489861172106,0.3814128197897047
MINIMAX,0.2951801522617807,0.07578252430869177,0.5771452350296099,0.051892088399917664,0.9249305816717864,0.05285499861884429,0.02221441970936934,0.45335135087122985,0.1260965181136793,0.005664189900912016,0.41488794111417876
MOKACCINO,0.0018884989747739863,0.4779655400927767,0.5220344599072233,0.0018884989747739863,1.0,0.0007501969667433718,0.0007501969667433718,0.6499293385161272,0.0006362091606899325,0.17235837505310087,0.17771228643077208
MOUFLET,0.2516375394124598,0.13036163253836677,0.5203807892339158,0.09762003881525763,0.9670493373972597,0.026650206236941566,0.006300456365798685,0.4497205173404029,0.04610973880741464,0.0007901474233545055,0.5033795964288279
MOUSSECHOCO,0.1476075255902638,0.2938995548202472,0.5053798203459997,0.05311309924348919,0.9140194771887564,0.058878839547740015,0.027101683263503443,0.07389569486925376,0.19150930516792458,0.36484610048433,0.36974889947849165
NUGGETS,0.34074636548376674,0.19730283139338126,0.42152546846386607,0.040425334658985915,0.9387468470571114,0.04724294846839904,0.014010204474489401,0.3190029697175629,0.05615928804836726,0.04152857610652772,0.583309166127542
OASIS,0.12185437184678845,0.15365520874404281,0.6608415886687211,0.06364883074044757,0.8996689072464719,0.09917327274164893,0.001157820011879154,0.3975136871913462,0.14751450851107062,0.18027249692397312,0.27469930737361004
ORANGINA,0.26200038503642703,0.13793070644848662,0.5868388803266238,0.013230028188462493,0.9112699947980835,0.07706911327961019,0.011660891922306238,0.25203370397736435,0.16251442138369682,0.29547678288548085,0.28997509175345787
PAPOLLE BLANC MOEL,0.0433949865870406,0.457224231891383,0.4993807815215764,0.0018884989747739863,0.6248302091822874,0.0007501969667433718,0.37516979081771257,0.0006362091606899325,0.010549918072843306,0.0006362091606899325,0.9894500819271568
PAPOLLE BLANC SEC,0.31785122545815364,0.5358380544696009,0.1463107200722454,0.0018884989747739863,0.7553153791637136,0.2446846208362863,0.0007501969667433718,0.0006362091606899325,0.10592241976448855,0.0006362091606899325,0.8940775802355114
PAPOLLE ROSE,0.13339964005181232,0.4142051090872302,0.45239525086095744,0.0018884989747739863,0.9918675248655875,0.008132475134412561,0.0007501969667433718,0.0006362091606899325,0.01807756668255759,0.0026309930030174724,0.9792914403144249
PAPOLLE ROUGE,0.13037756440599776,0.4945327355698145,0.37508970002418773,0.0018884989747739863,0.786383596729708,0.1727710690186098,0.040845334251682214,0.0006362091606899325,0.01373512632246203,0.0006362091606899325,0.9862648736775379
PASTIS,0.09949451451945487,0.1677292482155964,0.7327762372649487,0.0018884989747739863,1.0,0.0007501969667433718,0.0007501969667433718,0.0006362091606899325,0.0006362091606899325,0.0006362091606899325,1.0
PATATEDOUCE,0.12237853551000026,0.48632234219682713,0.3745443451059572,0.01675477718721538,0.935086823100718,0.04152880982936389,0.023384367069918175,0.13135738503631225,0.1898076867205317,0.30638144254722954,0.37245348569592646
PELFORTH,0.32294832526524403,0.33723530963181547,0.2606212708836278,0.07919509421931278,0.8950109471529666,0.03915807916997463,0.0658309736770588,0.08874340337600281,0.23731119861825284,0.22825444121857344,0.4456909567871709
PESTO,0.028266440809638218,0.5033238530457573,0.4684097061446045,0.0018884989747739863,0.9726908967618461,0.00571008522252308,0.021599018015630782,0.24544481932962994,0.14603747002649362,0.340066619420679,0.26845109122319744
PICHET PUNCH,0.06340940214558444,0.2736549365741676,0.5148781913033932,0.14805746997685473,0.7420238691761115,0.007361601748076221,0.2506145290758122,0.0006362091606899325,0.0006362091606899325,0.03354958446872332,0.9664504155312768
PICHET SANGRIA,0.0018884989747739863,0.33994056113431353,0.6600594388656864,0.0018884989747739863,1.0,0.0007501969667433718,0.0007501969667433718,0.0006362091606899325,0.0006362091606899325,0.0006362091606899325,1.0
PINEAU,0.005550551867429342,0.0584824887333082,0.2069538174265648,0.7290131419726976,1.0,0.0007501969667433718,0.0007501969667433718,0.08535190103838003,0.044238172996069136,0.3621591234334645,0.5082508025320863
PINT PELFORTH,0.30451093408504787,0.42425521003689615,0.20594310291950851,0.06529075295854748,0.9107232316833844,0.05827734055967096,0.030999427756944545,0.01077896243726025,0.0031425592114441205,0.17391314665547142,0.8121653316958242
PLANTAMAX,0.18476714743536274,0.47976434856230854,0.2933375335706387,0.04213097043168986,0.8173785556152477,0.10176104711710604,0.0808603972676461,0.28079566623179963,0.28286110522979857,0.14351021429181762,0.2928330142465841
PLANTAMAX MENU,0.12071355788165769,0.36876959500389794,0.5000930481114637,0.01042379900298078,0.9806101053971582,0.019389894602841788,0.0007501969667433718,0.0013606815608246073,0.3570306657927786,0.5210626475790541,0.12054600506734275
PLAT DU MOMENT,0.446290018781195,0.16531391028123643,0.38839607093756856,0.0018884989747739863,1.0,0.0007501969667433718,0.0007501969667433718,0.0006362091606899325,0.010433857384260366,0.05931774761598868,0.930248394999751
PORTO,0.022449584157665108,0.605533182078157,0.372017233764178,0.0018884989747739863,0.5019834114677245,0.4980165885322755,0.0007501969667433718,0.11638178862886074,0.13572239963865396,0.05486921535779269,0.6930265963746925
PUNCH Maison,0.2619617164884324,0.338114344956666,0.2854061792759023,0.11451775927899935,0.9176094469343528,0.07156279156004107,0.010827761505606213,0.09192793373238757,0.008349098440738847,0.22973369561283014,0.6699892722140435
RED BULL,0.21381926434078033,0.25031910772995897,0.5358616279292607,0.0018884989747739863,0.6900295666617015,0.06481199969800787,0.24515843364029066,0.1244296696779444,0.5804307891775348,0.2346538379550241,0.06048570318949667
RHUM,0.2204842747968667,0.14519354814455676,0.6343221770585765,0.0018884989747739863,1.0,0.0007501969667433718,0.0007501969667433718,0.003896554908287743,0.0006362091606899325,0.037200566230656186,0.9589028788610561
RHUM ARRANGE,0.17156238613436423,0.650750123477601,0.17768749038803472,0.0018884989747739863,0.5605759287248429,0.4394240712751571,0.0007501969667433718,0.11293610571223957,0.20578766357174683,0.1871884614201777,0.49408776929583603
RICARD,0.5968940292786374,0.12834851114353568,0.2747574595778269,0.0018884989747739863,1.0,0.0007501969667433718,0.0007501969667433718,0.08741039649227082,0.0006362091606899325,0.05215691040697304,0.8604326931007562
SALADEASIAT,0.18737605278413386,0.501492958450423,0.3091864874860501,0.0019445012793930531,0.9456531488322807,0.029573763382057312,0.024773087785661972,0.16313895405888873,0.1608665116946263,0.3076531649482638,0.3683413692982212
SANGRIA,0.07802384939211479,0.3473311759515056,0.5746449746563795,0.0018884989747739863,0.9267858098166103,0.015308421583799666,0.05790576859959004,0.008076621196755479,0.02119233130113222,0.1734926107416686,0.7972384367604438
SAUCE BARBECUE,0.12066930484636337,0.3686344057659237,0.43189520813587423,0.0788010812518387,0.9663788127544909,0.03150274198723697,0.0021184452582721667,0.16520952857125107,0.12411780299674643,0.22965328024653023,0.4810193881854723
Sauce Forestière,0.9107684281385277,0.04264961643809601,0.04658195542337627,0.0018884989747739863,1.0,0.0007501969667433718,0.0007501969667433718,0.0006362091606899325,0.0624765925572844,0.0006362091606899325,0.9375234074427156
SAUCE POIVRE,0.24754280877670184,0.44559556106110526,0.2965860949223641,0.010275535239828788,0.9792736307495066,0.016175402586686143,0.0045509666638071326,0.16677697869700553,0.16155240007048946,0.13107684674695808,0.5405937744855469
SAUMON,0.09006814723072237,0.4418542588153498,0.4498851912736133,0.018192402680314735,0.9702733298409565,0.015278512037050256,0.014448158121993179,0.21345724380185743,0.2336150570311508,0.24080475644260121,0.31212294272439056
SCHWEPPES,0.20191599078322703,0.23638389555355047,0.5617001136632226,0.0018884989747739863,0.955173584826545,0.04056423143565107,0.004262183737803917,0.20484583456525507,0.23888761764815047,0.24830231550300078,0.3079642322835937
SIROP,0.3202598931843011,0.2679971973746696,0.37311743145095116,0.038625477990078275,0.9980000231713463,0.0019999768286536866,0.0007501969667433718,0.43979141863277454,0.20034259178801805,0.0892954039264893,0.2705705856527182
SOUPEFRUIT,0.12590383472490901,0.44313226540986317,0.42621345669766475,0.0047504431675630425,0.9184602555886705,0.035651436764399136,0.045888307646930415,0.09557972993057005,0.1289915102493515,0.4497112674543591,0.3257174923657194
TAPAS,0.179174963298454,0.545974939847078,0.25419016132243405,0.02065993553203392,0.8538634633868317,0.10902174317557156,0.03711479343759676,0.014356116909527934,0.008678975879628039,0.0019736413172357107,0.9749912658936084
TARTARE,0.1884191351038712,0.3254341684788877,0.42726009692422684,0.0588865994930142,0.8187892952240453,0.03249275910070133,0.14871794567525345,0.08330455442079092,0.2760598085854773,0.152642180337778,0.48799345665595384
TEQUILA,0.6914085292094283,0.10490275774181006,0.20368871304876163,0.0018884989747739863,1.0,0.0007501969667433718,0.0007501969667433718,0.010890952293553397,0.012700837450994576,0.01155292878074084,0.9648552814747112
THE,0.047840301238932265,0.802203546511225,0.13343182165739806,0.016524330592444774,0.9960787849060193,0.003921215093980679,0.0007501969667433718,0.02251425685291668,0.18248818175430861,0.4360077434779871,0.35898981791478757
THE GLACE,0.12801415425521281,0.43564096269283326,0.4273712561982032,0.008973626853750827,0.9596169881652926,0.03676520761934819,0.003617804215359106,0.08690450930084631,0.14959874944579754,0.4637922424241007,0.29970449882925543
TOURISTE,0.45791746934550703,0.15385118247072957,0.38823134818376337,0.0018884989747739863,0.9592711212411971,0.03294115908404278,0.0077877196747601135,0.04567105165285396,0.5088385167732254,0.14454034403616497,0.30095008753775565
Verre de Boisson Rouge,0.8967982592477463,0.0018884989747739863,0.10320174075225365,0.0018884989747739863,0.015505257529852075,0.9844947424701479,0.0007501969667433718,0.1907258064516129,0.0006362091606899325,0.8092741935483871,0.0006362091606899325
Verre de Bordeaux Rouge Agape,0.023842577503227953,0.09043684110396082,0.5377761536533967,0.34794442773941453,0.3618299445471349,0.638170055452865,0.0007501969667433718,0.3180948286621642,0.0006362091606899325,0.0006362091606899325,0.6819051713378357
VERRE MAX CUVEE,0.24201312882119316,0.5659463993790066,0.18506408465939492,0.006976387140405252,0.9677627499284704,0.030798972760645978,0.0014382773108836285,0.012005990255982051,0.08750734472601676,0.28304535143946863,0.6174413135785325
VERRE PAPOLLE BLANC MOEL,0.07806533965785215,0.5468559730701592,0.37507868727198873,0.0018884989747739863,0.971251496776954,0.02325153667270532,0.00549696655034066,0.029277946910382425,0.04768792825094118,0.41067803154919386,0.5123560932894825
VERRE PAPOLLE BLANC SEC,0.48944533624806297,0.2775682868412449,0.13013185983224201,0.10285451707845009,0.811825925566128,0.02436024603365323,0.16381382840021885,0.02304420906149749,0.09268702299453219,0.18009396879125425,0.7041747991527161
VERRE PAPOLLE ROSE,0.19058760516818146,0.588114849822639,0.22129754500917947,0.0018884989747739863,0.7889549701919012,0.030540531250247895,0.18050449855785097,0.09025442753777625,0.020146106840471405,0.2726354463154958,0.6169640193062566
VERRE PAPOLLE ROUGE,0.3908194813849814,0.46805168228371613,0.14112883633130244,0.0018884989747739863,0.9539718599426711,0.009624065648350584,0.0364040744089783,0.056504381746345735,0.12061642686464273,0.19931221367784985,0.6235669777111617
Verre Rosé la Colombette,0.0036009951427621724,0.07436494951755634,0.08122147519231197,0.8408125801473695,0.6745047435331915,0.16729365136841548,0.15820160509839293,0.20596722745209234,0.6149001378678991,0.03495782033795766,0.14417481434205098
VODKA,0.6258098644485655,0.08612237125760605,0.2880677642938284,0.0018884989747739863,0.947933946614387,0.05206605338561303,0.0007501969667433718,0.08395141044738832,0.17404917633717695,0.0890541653107338,0.6529452479047009
WHISKY,0.3973184996821237,0.41979104361844466,0.1828904566994316,0.0018884989747739863,0.8213783675531205,0.1444676060229706,0.03415402642390881,0.060421559114739946,0.01294210321822324,0.08371476490885486,0.8429215727581818
XAMAX,0.17766284376440403,0.4958363620201569,0.3099074750756322,0.016593319139806842,0.9059543088403893,0.07606332823458627,0.017982362925024475,0.2827882781957325,0.26056906878491143,0.14734778961944595,0.3092948633999101
XAMAX MENU,0.1377443030972163,0.49789178429997366,0.27206071061705484,0.09230320198575519,0.9713891357019352,0.02014438404659661,0.00846648025146814,0.001388866633434381,0.17856882655237305,0.6191480464167562,0.20089426039743633
