"D.PersonID","D.OrderHeaderID","H.ID","DeviceID","H.CreationDatetime","H.H.LastEditionDatetime","D.WorkspaceLocation","user_visit","H.NbDiners","nb_visits","avg_ticketU","Date","pch_freq"
"14218",1845,1845,"2","2017-01-06 19:22:25.783","2017-01-06 20:18:06.277","NULL",0,2,1,19.5,2017-01-06,0
"14219",1845,1845,"2","2017-01-06 19:22:25.783","2017-01-06 20:18:06.277","NULL",0,2,1,19.5,2017-01-06,0
"14221",1848,1848,"5","2017-01-06 20:03:29.607","2017-01-06 20:03:29.607","NULL",0,2,1,19,2017-01-06,0
"14230",1846,1846,"9","2017-01-06 19:53:49.270","2017-01-06 19:53:49.270","NULL",0,2,1,18.2,2017-01-06,0
"14231",1846,1846,"9","2017-01-06 19:53:49.270","2017-01-06 19:53:49.270","NULL",0,2,1,13,2017-01-06,0
"14233",1847,1847,"16","2017-01-06 20:01:21.843","2017-01-06 20:35:58.310","NULL",0,2,1,22.5,2017-01-06,0
"14235",1847,1847,"16","2017-01-06 20:01:21.843","2017-01-06 20:35:58.310","NULL",0,2,1,40.8,2017-01-06,0
"14236",1848,1848,"5","2017-01-06 20:03:29.607","2017-01-06 20:03:29.607","NULL",0,2,1,16.9,2017-01-06,0
"14252",1849,1849,"5","2017-01-07 11:49:28.847","2017-01-07 11:49:28.847","NULL",0,1,1,16,2017-01-07,0
"14258",1850,1850,"5","2017-01-07 11:57:54.933","2017-01-07 11:57:54.933","NULL",0,3,1,13,2017-01-07,0
"14259",1850,1850,"5","2017-01-07 11:57:54.933","2017-01-07 11:57:54.933","NULL",0,3,1,17,2017-01-07,0
"14260",1850,1850,"5","2017-01-07 11:57:54.933","2017-01-07 11:57:54.933","NULL",0,3,1,16,2017-01-07,0
"14261",1851,1851,"11","2017-01-07 12:15:06.437","2017-01-07 12:15:06.437","NULL",0,4,1,15.5,2017-01-07,0
"14262",1851,1851,"11","2017-01-07 12:15:06.437","2017-01-07 12:15:06.437","NULL",0,4,1,14,2017-01-07,0
"14263",1851,1851,"11","2017-01-07 12:15:06.437","2017-01-07 12:15:06.437","NULL",0,4,1,23.2,2017-01-07,0
"14264",1851,1851,"11","2017-01-07 12:15:06.437","2017-01-07 12:15:06.437","NULL",0,4,1,19.5,2017-01-07,0
"14265",1852,1852,"2","2017-01-07 12:30:14.953","2017-01-07 12:30:14.953","NULL",0,2,1,14,2017-01-07,0
"14266",1852,1852,"2","2017-01-07 12:30:14.953","2017-01-07 12:30:14.953","NULL",0,2,1,14,2017-01-07,0
"14272",1853,1853,"11","2017-01-07 18:40:16.723","2017-01-07 18:49:22.110","NULL",0,1,1,10,2017-01-07,0
"14273",1853,1853,"11","2017-01-07 18:40:16.723","2017-01-07 18:49:22.110","NULL",0,1,1,19,2017-01-07,0
"14274",1853,1853,"11","2017-01-07 18:40:16.723","2017-01-07 18:49:22.110","NULL",0,1,1,24.5,2017-01-07,0
"14275",1854,1854,"3","2017-01-07 18:43:28.670","2017-01-07 18:43:28.670","NULL",0,4,1,14.5,2017-01-07,0
"14276",1854,1854,"3","2017-01-07 18:43:28.670","2017-01-07 18:43:28.670","NULL",0,4,1,19.2,2017-01-07,0
"14277",1854,1854,"3","2017-01-07 18:43:28.670","2017-01-07 18:43:28.670","NULL",0,4,1,20.2,2017-01-07,0
"14278",1854,1854,"3","2017-01-07 18:43:28.670","2017-01-07 18:43:28.670","NULL",0,4,1,14.5,2017-01-07,0
"14279",1856,1856,"7","2017-01-07 19:22:13.437","2017-01-07 19:22:13.437","NULL",0,2,1,20.2,2017-01-07,0
"14280",1855,1855,"5","2017-01-07 19:08:13.290","2017-01-07 19:08:13.290","NULL",0,3,1,17.5,2017-01-07,0
"14281",1855,1855,"5","2017-01-07 19:08:13.290","2017-01-07 19:08:13.290","NULL",0,3,1,17.5,2017-01-07,0
"14282",1855,1855,"5","2017-01-07 19:08:13.290","2017-01-07 19:08:13.290","NULL",0,3,1,10,2017-01-07,0
"14283",1856,1856,"7","2017-01-07 19:22:13.437","2017-01-07 19:22:13.437","NULL",0,2,1,21.5,2017-01-07,0
"14286",1857,1857,"9","2017-01-07 19:33:18.877","2017-01-07 19:33:18.877","NULL",0,2,1,21.2,2017-01-07,0
"14287",1857,1857,"9","2017-01-07 19:33:18.877","2017-01-07 19:33:18.877","NULL",0,2,1,21.2,2017-01-07,0
"14288",1859,1859,"2","2017-01-07 19:36:03.060","2017-01-07 19:36:03.060","NULL",0,2,1,19.5,2017-01-07,0
"14289",1859,1859,"2","2017-01-07 19:36:03.060","2017-01-07 19:36:03.060","NULL",0,2,1,17.5,2017-01-07,0
"14290",1858,1858,"4","2017-01-07 19:34:19.367","2017-01-07 19:34:19.367","NULL",0,2,1,21.5,2017-01-07,0
"14291",1858,1858,"4","2017-01-07 19:34:19.367","2017-01-07 19:34:19.367","NULL",0,2,1,24,2017-01-07,0
"14298",1860,1860,"8","2017-01-07 20:34:23.033","2017-01-07 20:34:23.033","NULL",0,2,1,24,2017-01-07,0
"14299",1860,1860,"8","2017-01-07 20:34:23.033","2017-01-07 20:34:23.033","NULL",0,2,1,25.3,2017-01-07,0
"14302",1861,1861,"4","2017-01-08 18:20:08.403","2017-01-08 18:20:08.403","NULL",0,2,1,16,2017-01-08,0
"14303",1861,1861,"4","2017-01-08 18:20:08.403","2017-01-08 18:20:08.403","NULL",0,2,1,20,2017-01-08,0
"14304",1862,1862,"18","2017-01-08 18:58:13.590","2017-01-08 18:58:13.590","NULL",0,1,1,18.4,2017-01-08,0
"14309",1863,1863,"4","2017-01-09 18:40:17.113","2017-01-09 18:40:17.113","NULL",0,2,1,14.5,2017-01-09,0
"14310",1863,1863,"4","2017-01-09 18:40:17.113","2017-01-09 18:40:17.113","NULL",0,2,1,15,2017-01-09,0
"14311",1864,1864,"9","2017-01-09 18:45:09.227","2017-01-09 18:45:09.227","NULL",0,1,1,16,2017-01-09,0
"14312",1865,1865,"11","2017-01-09 19:01:10.763","2017-01-09 19:01:10.763","NULL",0,2,1,21.2,2017-01-09,0
"14314",1865,1865,"11","2017-01-09 19:01:10.763","2017-01-09 19:01:10.763","NULL",0,2,1,22,2017-01-09,0
"14316",1866,1866,"5","2017-01-09 19:08:02.927","2017-01-09 19:08:02.927","NULL",0,4,1,17.5,2017-01-09,0
"14317",1866,1866,"5","2017-01-09 19:08:02.927","2017-01-09 19:08:02.927","NULL",0,4,1,43.5,2017-01-09,0
"14318",1866,1866,"5","2017-01-09 19:08:02.927","2017-01-09 19:08:02.927","NULL",0,4,1,22.5,2017-01-09,0
"14319",1866,1866,"5","2017-01-09 19:08:02.927","2017-01-09 19:08:02.927","NULL",0,4,1,23.2,2017-01-09,0
"14320",1867,1867,"7","2017-01-09 19:49:28.477","2017-01-09 19:49:28.477","NULL",0,2,1,19.5,2017-01-09,0
"14321",1867,1867,"7","2017-01-09 19:49:28.477","2017-01-09 19:49:28.477","NULL",0,2,1,13.5,2017-01-09,0
"14324",1868,1868,"7","2017-01-10 11:31:01.443","2017-01-10 11:31:01.443","NULL",0,1,1,13,2017-01-10,0
"14325",1869,1869,"3","2017-01-10 11:40:41.727","2017-01-10 11:40:41.727","NULL",0,2,1,12.5,2017-01-10,0
"14326",1869,1869,"3","2017-01-10 11:40:41.727","2017-01-10 11:40:41.727","NULL",0,2,1,20,2017-01-10,0
"14327",1870,1870,"11","2017-01-10 11:51:56.493","2017-01-10 11:51:56.493","NULL",0,2,1,19.5,2017-01-10,0
"14328",1870,1870,"11","2017-01-10 11:51:56.493","2017-01-10 11:51:56.493","NULL",0,2,1,19,2017-01-10,0
"14330",1871,1871,"3","2017-01-10 18:07:53.200","2017-01-10 18:07:53.200","NULL",0,2,1,23.5,2017-01-10,0
"14331",1871,1871,"3","2017-01-10 18:07:53.200","2017-01-10 18:07:53.200","NULL",0,2,1,22,2017-01-10,0
"14332",1872,1872,"11","2017-01-10 18:48:25.237","2017-01-10 18:48:25.237","NULL",0,2,1,15.5,2017-01-10,0
"14333",1872,1872,"11","2017-01-10 18:48:25.237","2017-01-10 18:48:25.237","NULL",0,2,1,20.5,2017-01-10,0
"14334",1873,1873,"10","2017-01-11 11:16:02.767","2017-01-11 11:16:02.767","NULL",0,2,1,15.5,2017-01-11,0
"14335",1873,1873,"10","2017-01-11 11:16:02.767","2017-01-11 11:16:02.767","NULL",0,2,1,15.5,2017-01-11,0
"14336",1874,1874,"3","2017-01-11 11:53:54.800","2017-01-11 11:53:54.800","NULL",0,3,1,17,2017-01-11,0
"14337",1874,1874,"3","2017-01-11 11:53:54.800","2017-01-11 11:53:54.800","NULL",0,3,1,18,2017-01-11,0
"14338",1874,1874,"3","2017-01-11 11:53:54.800","2017-01-11 11:53:54.800","NULL",0,3,1,16,2017-01-11,0
"14339",1875,1875,"11","2017-01-11 12:32:02.800","2017-01-11 12:59:37.730","NULL",0,2,1,24.2,2017-01-11,0
"14340",1875,1875,"11","2017-01-11 12:32:02.800","2017-01-11 12:59:37.730","NULL",0,2,1,20.5,2017-01-11,0
"14341",1876,1876,"3","2017-01-11 18:58:12.900","2017-01-11 18:58:12.900","NULL",0,2,1,15.5,2017-01-11,0
"14343",1876,1876,"3","2017-01-11 18:58:12.900","2017-01-11 18:58:12.900","NULL",0,2,1,14,2017-01-11,0
"14345",1877,1877,"11","2017-01-11 19:24:32.403","2017-01-11 19:24:32.403","NULL",0,3,1,21.5,2017-01-11,0
"14346",1877,1877,"11","2017-01-11 19:24:32.403","2017-01-11 19:24:32.403","NULL",0,3,1,16,2017-01-11,0
"14347",1877,1877,"11","2017-01-11 19:24:32.403","2017-01-11 19:24:32.403","NULL",0,3,1,14,2017-01-11,0
"14349",1878,1878,"7","2017-01-11 19:37:56.750","2017-01-11 19:37:56.750","NULL",0,2,1,21,2017-01-11,0
"14350",1878,1878,"7","2017-01-11 19:37:56.750","2017-01-11 19:37:56.750","NULL",0,2,1,32,2017-01-11,0
"14355",1879,1879,"5","2017-01-12 18:56:28.347","2017-01-12 18:56:28.347","NULL",0,4,1,35,2017-01-12,0
"14356",1879,1879,"5","2017-01-12 18:56:28.347","2017-01-12 18:56:28.347","NULL",0,4,1,19.2,2017-01-12,0
"14357",1879,1879,"5","2017-01-12 18:56:28.347","2017-01-12 18:56:28.347","NULL",0,4,1,21.8,2017-01-12,0
"14358",1879,1879,"5","2017-01-12 18:56:28.347","2017-01-12 18:56:28.347","NULL",0,4,1,22,2017-01-12,0
"14361",1880,1880,"11","2017-01-12 19:05:15.847","2017-01-13 11:43:15.260","NULL",0,3,1,21.8,2017-01-12,0
"14362",1880,1880,"11","2017-01-12 19:05:15.847","2017-01-13 11:43:15.260","NULL",0,3,1,20,2017-01-12,0
"14363",1880,1880,"11","2017-01-12 19:05:15.847","2017-01-13 11:43:15.260","NULL",0,3,1,41.8,2017-01-12,0
"14364",1880,1880,"11","2017-01-12 19:05:15.847","2017-01-13 11:43:15.260","NULL",0,3,1,20,2017-01-12,0
"14371",1881,1881,"4","2017-01-13 11:14:24.450","2017-01-13 11:14:24.450","NULL",0,2,1,21.5,2017-01-13,0
"14372",1881,1881,"4","2017-01-13 11:14:24.450","2017-01-13 11:14:24.450","NULL",0,2,1,22.7,2017-01-13,0
"14373",1880,1880,"11","2017-01-12 19:05:15.847","2017-01-13 11:43:15.260","NULL",0,3,1,17,2017-01-12,0
"14374",1880,1880,"11","2017-01-12 19:05:15.847","2017-01-13 11:43:15.260","NULL",0,3,1,21,2017-01-12,0
"14375",1880,1880,"11","2017-01-12 19:05:15.847","2017-01-13 11:43:15.260","NULL",0,3,1,20,2017-01-12,0
"14377",1882,1882,"5","2017-01-13 12:17:50.423","2017-01-13 12:17:50.423","NULL",0,3,1,21,2017-01-13,0
"14378",1882,1882,"5","2017-01-13 12:17:50.423","2017-01-13 12:17:50.423","NULL",0,3,1,10,2017-01-13,0
"14379",1882,1882,"5","2017-01-13 12:17:50.423","2017-01-13 12:17:50.423","NULL",0,3,1,21,2017-01-13,0
"14380",1883,1883,"3","2017-01-13 12:35:27.643","2017-01-13 12:35:27.643","NULL",0,3,1,16,2017-01-13,0
"14381",1883,1883,"3","2017-01-13 12:35:27.643","2017-01-13 12:35:27.643","NULL",0,3,1,18,2017-01-13,0
"14382",1883,1883,"3","2017-01-13 12:35:27.643","2017-01-13 12:35:27.643","NULL",0,3,1,25,2017-01-13,0
"1496",45,45,"39","2016-03-24 08:41:47.067","2016-03-24 08:41:56.170","NULL",0,1,1,90,2016-03-24,0
"1500",46,46,"10","2016-03-24 11:48:37.857","2016-03-24 11:48:37.857","NULL",0,2,1,25,2016-03-24,0
"1501",46,46,"10","2016-03-24 11:48:37.857","2016-03-24 11:48:37.857","NULL",0,2,1,22.5,2016-03-24,0
"1503",47,47,"5","2016-03-24 11:56:04.653","2016-03-24 11:56:04.653","NULL",0,2,1,30.2,2016-03-24,0
"1504",47,47,"5","2016-03-24 11:56:04.653","2016-03-24 11:56:04.653","NULL",0,2,1,22,2016-03-24,0
"1521",49,49,"4","2016-03-24 18:11:54.607","2016-03-24 18:11:54.607","NULL",0,2,1,20,2016-03-24,0
"1522",49,49,"4","2016-03-24 18:11:54.607","2016-03-24 18:11:54.607","NULL",0,2,1,20,2016-03-24,0
"15354",1884,1884,"4","2017-01-13 19:06:01.307","2017-01-13 19:06:01.307","NULL",0,2,1,21,2017-01-13,0
"15355",1884,1884,"4","2017-01-13 19:06:01.307","2017-01-13 19:06:01.307","NULL",0,2,1,22,2017-01-13,0
"15358",1885,1885,"9","2017-01-13 19:08:32.120","2017-01-13 20:58:38.743","NULL",0,2,1,22.5,2017-01-13,0
"15359",1885,1885,"9","2017-01-13 19:08:32.120","2017-01-13 20:58:38.743","NULL",0,2,1,22.5,2017-01-13,0
"15360",1886,1886,"7","2017-01-13 19:13:02.863","2017-01-13 19:13:02.863","NULL",0,2,1,21.7,2017-01-13,0
"15361",1886,1886,"7","2017-01-13 19:13:02.863","2017-01-13 19:13:02.863","NULL",0,2,1,21.5,2017-01-13,0
"15362",1888,1888,"2","2017-01-13 19:28:04.070","2017-01-13 19:28:04.070","NULL",0,2,1,20.5,2017-01-13,0
"15363",1888,1888,"2","2017-01-13 19:28:04.070","2017-01-13 19:28:04.070","NULL",0,2,1,20.5,2017-01-13,0
"15364",1887,1887,"5","2017-01-13 19:26:55.647","2017-01-13 21:32:18.483","NULL",0,2,1,20.5,2017-01-13,0
"15365",1887,1887,"5","2017-01-13 19:26:55.647","2017-01-13 21:32:18.483","NULL",0,2,1,23.5,2017-01-13,0
"15367",1889,1889,"7","2017-01-13 20:38:22.227","2017-01-13 20:38:22.227","NULL",0,2,1,20,2017-01-13,0
"15368",1889,1889,"7","2017-01-13 20:38:22.227","2017-01-13 20:38:22.227","NULL",0,2,1,19,2017-01-13,0
"15369",1890,1890,"3","2017-01-13 20:39:54.327","2017-01-13 20:39:54.327","NULL",0,2,1,21,2017-01-13,0
"15372",1890,1890,"3","2017-01-13 20:39:54.327","2017-01-13 20:39:54.327","NULL",0,2,1,16,2017-01-13,0
"15373",1891,1891,"4","2017-01-13 20:56:02.660","2017-01-13 20:56:02.660","NULL",0,2,1,20.8,2017-01-13,0
"15374",1891,1891,"4","2017-01-13 20:56:02.660","2017-01-13 20:56:02.660","NULL",0,2,1,21,2017-01-13,0
"15375",1892,1892,"11","2017-01-13 20:59:09.913","2017-01-13 20:59:09.913","NULL",0,4,1,20,2017-01-13,0
"15376",1892,1892,"11","2017-01-13 20:59:09.913","2017-01-13 20:59:09.913","NULL",0,4,1,17,2017-01-13,0
"15377",1892,1892,"11","2017-01-13 20:59:09.913","2017-01-13 20:59:09.913","NULL",0,4,1,21,2017-01-13,0
"15378",1892,1892,"11","2017-01-13 20:59:09.913","2017-01-13 20:59:09.913","NULL",0,4,1,35,2017-01-13,0
"15379",1885,1885,"9","2017-01-13 19:08:32.120","2017-01-13 20:58:38.743","NULL",0,2,1,23.5,2017-01-13,0
"15380",1885,1885,"9","2017-01-13 19:08:32.120","2017-01-13 20:58:38.743","NULL",0,2,1,22,2017-01-13,0
"15381",1887,1887,"5","2017-01-13 19:26:55.647","2017-01-13 21:32:18.483","NULL",0,2,1,3,2017-01-13,0
"1544",51,51,"11","2016-03-24 20:11:03.277","2016-03-24 20:11:03.277","NULL",0,3,1,28,2016-03-24,0
"1579",52,52,"3","2016-03-25 11:23:16.620","2016-03-25 11:23:16.620","NULL",0,1,1,40.9,2016-03-25,0
"1580",53,53,"10","2016-03-25 11:43:37.707","2016-03-25 11:43:37.707","NULL",0,2,1,32.5,2016-03-25,0
"1582",54,54,"11","2016-03-25 11:52:11.160","2016-03-25 11:52:11.160","NULL",0,3,1,19,2016-03-25,0
"1583",54,54,"11","2016-03-25 11:52:11.160","2016-03-25 11:52:11.160","NULL",0,3,1,16,2016-03-25,0
"1584",54,54,"11","2016-03-25 11:52:11.160","2016-03-25 11:52:11.160","NULL",0,3,1,16,2016-03-25,0
"1585",55,55,"5","2016-03-25 11:55:12.357","2016-03-25 12:33:49.660","NULL",0,3,1,7.2,2016-03-25,0
"1596",55,55,"5","2016-03-25 11:55:12.357","2016-03-25 12:33:49.660","NULL",1,3,2,10.5,2016-03-25,0
"1596",56,56,"5","2016-03-25 12:36:38.443","2016-03-25 12:36:38.443","NULL",1,3,2,10.5,2016-03-25,0
"1597",55,55,"5","2016-03-25 11:55:12.357","2016-03-25 12:33:49.660","NULL",0,3,1,25.5,2016-03-25,0
"1603",57,57,"3","2016-03-25 12:39:30.000","2016-03-25 12:50:19.900","NULL",0,2,1,17,2016-03-25,0
"1604",57,57,"3","2016-03-25 12:39:30.000","2016-03-25 12:50:19.900","NULL",0,2,1,19.5,2016-03-25,0
"1609",58,58,"10","2016-03-25 18:28:00.957","2016-03-25 18:28:00.957","NULL",0,3,1,40.5,2016-03-25,0
"1610",58,58,"10","2016-03-25 18:28:00.957","2016-03-25 18:28:00.957","NULL",0,3,1,31.5,2016-03-25,0
"16354",1893,1893,"5","2017-01-14 11:34:57.033","2017-01-14 12:02:15.797","NULL",0,1,1,28.8,2017-01-14,0
"16355",1893,1893,"5","2017-01-14 11:34:57.033","2017-01-14 12:02:15.797","NULL",0,1,1,28.5,2017-01-14,0
"16356",1895,1895,"11","2017-01-14 11:50:49.340","2017-01-14 11:50:49.340","NULL",0,3,1,10,2017-01-14,0
"16357",1895,1895,"11","2017-01-14 11:50:49.340","2017-01-14 11:50:49.340","NULL",0,3,1,33,2017-01-14,0
"16358",1895,1895,"11","2017-01-14 11:50:49.340","2017-01-14 11:50:49.340","NULL",0,3,1,22,2017-01-14,0
"16359",1894,1894,"9","2017-01-14 11:43:53.113","2017-01-14 11:49:28.480","NULL",0,2,1,30,2017-01-14,0
"1636",60,60,"16","2016-03-25 19:44:40.170","2016-03-25 19:44:40.170","NULL",0,3,1,20,2016-03-25,0
"16360",1894,1894,"9","2017-01-14 11:43:53.113","2017-01-14 11:49:28.480","NULL",0,2,1,24.5,2017-01-14,0
"16361",1896,1896,"7","2017-01-14 12:04:07.280","2017-01-14 12:04:07.280","NULL",0,2,1,20,2017-01-14,0
"16362",1896,1896,"7","2017-01-14 12:04:07.280","2017-01-14 12:04:07.280","NULL",0,2,1,21,2017-01-14,0
"16363",1897,1897,"4","2017-01-14 12:15:33.683","2017-01-14 12:15:33.683","NULL",0,2,1,14,2017-01-14,0
"16364",1897,1897,"4","2017-01-14 12:15:33.683","2017-01-14 12:15:33.683","NULL",0,2,1,12.5,2017-01-14,0
"1637",60,60,"16","2016-03-25 19:44:40.170","2016-03-25 19:44:40.170","NULL",0,3,1,21,2016-03-25,0
"16374",1898,1898,"7","2017-01-14 18:07:11.477","2017-01-14 20:05:54.997","NULL",0,2,1,37.9,2017-01-14,0
"16375",1898,1898,"7","2017-01-14 18:07:11.477","2017-01-14 20:05:54.997","NULL",0,2,1,17,2017-01-14,0
"16376",1899,1899,"4","2017-01-14 18:16:16.220","2017-01-14 18:16:16.220","NULL",0,1,1,50,2017-01-14,0
"16379",1900,1900,"11","2017-01-14 18:46:13.983","2017-01-14 19:36:52.543","NULL",0,1,1,27,2017-01-14,0
"16380",1900,1900,"11","2017-01-14 18:46:13.983","2017-01-14 19:36:52.543","NULL",0,1,1,19.2,2017-01-14,0
"16381",1900,1900,"11","2017-01-14 18:46:13.983","2017-01-14 19:36:52.543","NULL",0,1,1,37.8,2017-01-14,0
"16382",1900,1900,"11","2017-01-14 18:46:13.983","2017-01-14 19:36:52.543","NULL",0,1,1,26.8,2017-01-14,0
"16383",1901,1901,"16","2017-01-14 19:34:53.190","2017-01-14 19:34:53.190","NULL",0,4,1,30,2017-01-14,0
"16384",1901,1901,"16","2017-01-14 19:34:53.190","2017-01-14 19:34:53.190","NULL",0,4,1,31.5,2017-01-14,0
"16385",1901,1901,"16","2017-01-14 19:34:53.190","2017-01-14 19:34:53.190","NULL",0,4,1,23.5,2017-01-14,0
"16386",1901,1901,"16","2017-01-14 19:34:53.190","2017-01-14 19:34:53.190","NULL",0,4,1,13,2017-01-14,0
"16387",1904,1904,"2","2017-01-14 19:46:04.780","2017-01-14 19:46:04.780","NULL",0,2,1,29.2,2017-01-14,0
"16388",1904,1904,"2","2017-01-14 19:46:04.780","2017-01-14 19:46:04.780","NULL",0,2,1,23.2,2017-01-14,0
"16389",1902,1902,"9","2017-01-14 19:35:55.453","2017-01-14 19:35:55.453","NULL",0,2,1,22,2017-01-14,0
"16390",1902,1902,"9","2017-01-14 19:35:55.453","2017-01-14 19:35:55.453","NULL",0,2,1,22,2017-01-14,0
"16391",1903,1903,"5","2017-01-14 19:43:09.170","2017-01-14 21:06:10.773","NULL",0,1,1,16,2017-01-14,0
"16392",1903,1903,"5","2017-01-14 19:43:09.170","2017-01-14 21:06:10.773","NULL",0,1,1,16,2017-01-14,0
"16393",1903,1903,"5","2017-01-14 19:43:09.170","2017-01-14 21:06:10.773","NULL",0,1,1,21.5,2017-01-14,0
"16394",1903,1903,"5","2017-01-14 19:43:09.170","2017-01-14 21:06:10.773","NULL",0,1,1,71.5,2017-01-14,0
"16395",1905,1905,"3","2017-01-14 19:58:07.903","2017-01-14 19:58:07.903","NULL",0,4,1,19,2017-01-14,0
"16396",1905,1905,"3","2017-01-14 19:58:07.903","2017-01-14 19:58:07.903","NULL",0,4,1,22.5,2017-01-14,0
"16397",1905,1905,"3","2017-01-14 19:58:07.903","2017-01-14 19:58:07.903","NULL",0,4,1,22.5,2017-01-14,0
"16398",1905,1905,"3","2017-01-14 19:58:07.903","2017-01-14 19:58:07.903","NULL",0,4,1,20,2017-01-14,0
"16399",1898,1898,"7","2017-01-14 18:07:11.477","2017-01-14 20:05:54.997","NULL",0,2,1,16.2,2017-01-14,0
"16400",1898,1898,"7","2017-01-14 18:07:11.477","2017-01-14 20:05:54.997","NULL",0,2,1,17.2,2017-01-14,0
"16405",1906,1906,"11","2017-01-14 20:27:06.897","2017-01-14 20:29:14.907","NULL",0,4,1,21.8,2017-01-14,0
"16406",1906,1906,"11","2017-01-14 20:27:06.897","2017-01-14 20:29:14.907","NULL",0,4,1,19.8,2017-01-14,0
"16407",1906,1906,"11","2017-01-14 20:27:06.897","2017-01-14 20:29:14.907","NULL",0,4,1,22.8,2017-01-14,0
"16408",1906,1906,"11","2017-01-14 20:27:06.897","2017-01-14 20:29:14.907","NULL",0,4,1,17.8,2017-01-14,0
"16418",1907,1907,"3","2017-01-15 20:00:59.403","2017-01-15 20:00:59.403","NULL",0,2,1,21,2017-01-15,0
"16419",1907,1907,"3","2017-01-15 20:00:59.403","2017-01-15 20:00:59.403","NULL",0,2,1,16.2,2017-01-15,0
"16420",1908,1908,"16","2017-01-15 20:43:10.477","2017-01-15 20:43:10.477","NULL",0,2,1,62,2017-01-15,0
"16421",1908,1908,"16","2017-01-15 20:43:10.477","2017-01-15 20:43:10.477","NULL",0,2,1,36,2017-01-15,0
"16422",1910,1910,"4","2017-01-16 11:42:05.960","2017-01-16 11:42:05.960","NULL",0,2,1,18.5,2017-01-16,0
"16423",1909,1909,"5","2017-01-16 11:41:09.400","2017-01-16 12:00:11.463","NULL",0,1,1,20,2017-01-16,0
"16424",1909,1909,"5","2017-01-16 11:41:09.400","2017-01-16 12:00:11.463","NULL",0,1,1,16,2017-01-16,0
"16425",1909,1909,"5","2017-01-16 11:41:09.400","2017-01-16 12:00:11.463","NULL",0,1,1,14,2017-01-16,0
"16426",1909,1909,"5","2017-01-16 11:41:09.400","2017-01-16 12:00:11.463","NULL",0,1,1,17,2017-01-16,0
"16427",1911,1911,"3","2017-01-16 11:42:32.870","2017-01-16 11:42:32.870","NULL",0,2,1,23.5,2017-01-16,0
"16428",1911,1911,"3","2017-01-16 11:42:32.870","2017-01-16 11:42:32.870","NULL",0,2,1,10,2017-01-16,0
"16431",1910,1910,"4","2017-01-16 11:42:05.960","2017-01-16 11:42:05.960","NULL",0,2,1,17.5,2017-01-16,0
"16432",1912,1912,"11","2017-01-16 11:52:53.743","2017-01-16 11:52:53.743","NULL",0,4,1,34,2017-01-16,0
"16433",1912,1912,"11","2017-01-16 11:52:53.743","2017-01-16 11:52:53.743","NULL",0,4,1,34.5,2017-01-16,0
"16434",1912,1912,"11","2017-01-16 11:52:53.743","2017-01-16 11:52:53.743","NULL",0,4,1,16,2017-01-16,0
"16435",1912,1912,"11","2017-01-16 11:52:53.743","2017-01-16 11:52:53.743","NULL",0,4,1,33,2017-01-16,0
"16436",1913,1913,"8","2017-01-16 12:17:27.910","2017-01-16 12:17:27.910","NULL",0,2,1,20,2017-01-16,0
"16437",1913,1913,"8","2017-01-16 12:17:27.910","2017-01-16 12:17:27.910","NULL",0,2,1,21.5,2017-01-16,0
"16443",1915,1915,"5","2017-01-17 11:24:30.807","2017-01-17 11:24:30.807","NULL",0,2,1,35.5,2017-01-17,0
"16444",1915,1915,"5","2017-01-17 11:24:30.807","2017-01-17 11:24:30.807","NULL",0,2,1,18.5,2017-01-17,0
"16449",1916,1916,"8","2017-01-17 11:45:52.767","2017-01-17 11:45:52.767","NULL",0,1,1,23.3,2017-01-17,0
"1645",60,60,"16","2016-03-25 19:44:40.170","2016-03-25 19:44:40.170","NULL",0,3,1,15,2016-03-25,0
"16451",1917,1917,"3","2017-01-17 18:35:59.433","2017-01-17 18:35:59.433","NULL",0,3,1,10,2017-01-17,0
"16452",1917,1917,"3","2017-01-17 18:35:59.433","2017-01-17 18:35:59.433","NULL",0,3,1,20,2017-01-17,0
"16453",1917,1917,"3","2017-01-17 18:35:59.433","2017-01-17 18:35:59.433","NULL",0,3,1,20,2017-01-17,0
"16455",1918,1918,"11","2017-01-17 19:43:52.310","2017-01-17 20:53:20.793","NULL",0,2,1,30.5,2017-01-17,0
"16456",1918,1918,"11","2017-01-17 19:43:52.310","2017-01-17 20:53:20.793","NULL",0,2,1,27,2017-01-17,0
"16458",1919,1919,"5","2017-01-17 20:10:27.877","2017-01-17 20:10:27.877","NULL",0,4,1,24.5,2017-01-17,0
"16459",1919,1919,"5","2017-01-17 20:10:27.877","2017-01-17 20:10:27.877","NULL",0,4,1,18,2017-01-17,0
"16460",1919,1919,"5","2017-01-17 20:10:27.877","2017-01-17 20:10:27.877","NULL",0,4,1,36.5,2017-01-17,0
"16461",1919,1919,"5","2017-01-17 20:10:27.877","2017-01-17 20:10:27.877","NULL",0,4,1,24.5,2017-01-17,0
"16462",1920,1920,"4","2017-01-18 11:11:19.493","2017-01-18 12:01:16.260","NULL",0,2,1,24.1,2017-01-18,0
"16463",1920,1920,"4","2017-01-18 11:11:19.493","2017-01-18 12:01:16.260","NULL",0,2,1,23.5,2017-01-18,0
"16464",1921,1921,"11","2017-01-18 11:59:10.713","2017-01-18 11:59:10.713","NULL",0,2,1,19.5,2017-01-18,0
